title,year,imdb_votes,location,geocode
Flightplan,2005,130873,"Hollywood, Los Angeles, California, USA",
Flightplan,2005,130873,"Leipzig/Halle Airport, Leipzig, Saxony, Germany",
Flightplan,2005,130873,"Mojave, California, USA",(Goose Bay Airport)
Flightplan,2005,130873,"Stage 16, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",
Flightplan,2005,130873,"Van Nuys Armory - 17330 Victory Boulevard, Van Nuys, Los Angeles, California, USA",
The Expendables 3,2014,135281,"New Boyana Film Studios, Sofia, Bulgaria",
The Expendables 3,2014,135281,"Sofia, Bulgaria",
The Expendables 3,2014,135281,Bulgaria,
The Expendables 3,2014,135281,"Varna, Bulgaria",(as Mogadishu harbour)
The Expendables 3,2014,135281,"Bucharest, Romania",
The Expendables 3,2014,135281,Romania,
The Expendables 3,2014,135281,"Bebresh Viaduct, Vitinya Pass, Bulgaria",(bridge scene)
The Expendables 3,2014,135281,"Lipscani, Bucharest, Romania",(aka Old Town)
The Expendables 3,2014,135281,"Vertigo Tower, Sofia, Bulgaria",(as 'Muzeul de Arta Moderna Bucuresti')
The Expendables 3,2014,135281,"Arcul de Triumf, Bucharest, Romania",
The Expendables 3,2014,135281,"University Square, Bucharest, Romania",(aka Piata Universitatii)
The Expendables 3,2014,135281,"Sofia Airport, Sofia, Bulgaria",(airport)
The Expendables 3,2014,135281,"Military Academy Hospital, Sofia, Bulgaria",(as hospital)
The Expendables 3,2014,135281,"Carpathian Mountains, Romania",(the place where Barney washed up after being thrown from the bridge)
Straight Outta Compton,2015,136252,"Los Angeles, California, USA",
Straight Outta Compton,2015,136252,"Los Angeles Memorial Sports Arena - 3939 S. Figueroa Street, Los Angeles, California, USA",(Arena Scenes)
Straight Outta Compton,2015,136252,"Compton, California, USA",(Street)
Straight Outta Compton,2015,136252,"Raleigh Studios - 5300 Melrose Avenue, Hollywood, Los Angeles, California, USA",(scenes filmed at)
Tomorrowland,2015,139779,"Vancouver, British Columbia, Canada",
Tomorrowland,2015,139779,"Enderby, British Columbia, Canada",(City)
Tomorrowland,2015,139779,"City of Arts and Sciences, Valencia, Comunidad Valenciana, Spain",(Tomorrowland exeriors)
Tomorrowland,2015,139779,"Magic Kingdom, Walt Disney World, Lake Buena Vista, Florida, USA",(Carousel of Progress)
Tomorrowland,2015,139779,"Titusville, Florida, USA",(Hopkins Ave. & Country Club Blvd. and Space Memorial Park)
Tomorrowland,2015,139779,"New Smyrna Beach, Florida, USA",(US-1)
Tomorrowland,2015,139779,"Canal Street, New Smyrna Beach, Florida, USA",(street scenes)
Tomorrowland,2015,139779,"Disneyland Park, Disneyland Resort - 1600 S. Disneyland Drive, Anaheim, California, USA",(It's a Small World)
Tomorrowland,2015,139779,"Launch Complex 39A, Kennedy Space Center, Titusville, Florida, USA",(Launch Pad)
Tomorrowland,2015,139779,"Altamonte Springs, Florida, USA",(Casey Newton's home in Altamonte Springs and a driving sequence that was filmed on 436 and Uptown Altamonte)
Tomorrowland,2015,139779,"Unisphere, Flushing Meadows Corona Park, Queens, New York, USA",(1964-1965 New York World's Fair)
Tomorrowland,2015,139779,"Eleuthera Island, Bahamas",
Tomorrowland,2015,139779,"Eiffel Tower, Avenue Gustave Eiffel, Paris, France",
Team America: World Police,2004,139856,"Arlington National Cemetery, Arlington, Virginia, USA",
Team America: World Police,2004,139856,"Culver City, California, USA",
Team America: World Police,2004,139856,"Washington, District of Columbia, USA",
The Ninth Gate,1999,141500,Portugal,(Sintra)
The Ninth Gate,1999,141500,"Calle Buzones, Toledo, Toledo, Castilla-La Mancha, Spain",(Corso arriving at bookshop in Toledo scene)
The Ninth Gate,1999,141500,"Plaza Santo Domingo Real, Toledo, Toledo, Castilla-La Mancha, Spain",(Ceniza Bros bookshop)
The Ninth Gate,1999,141500,"Hotel Carlos V, Toledo, Toledo, Castilla-La Mancha, Spain",(Hotel Central in Sintra interior scene)
The Ninth Gate,1999,141500,"Institut d'Etudes Avances, Quai d'Anjou, Paris 4, Paris, France",(Kessler Foundation)
The Ninth Gate,1999,141500,"Praa Repblica, Sintra, Lisbon, Portugal",(Outside Hotel Central scene)
The Ninth Gate,1999,141500,"Nesles-la-Valle, Val-d'Oise, France",(Village of St. Martin)
The Ninth Gate,1999,141500,"Quai de Bourbon, Paris 4, Paris, France",
The Ninth Gate,1999,141500,"Quai d'Anjou, Paris 4, Paris, France",
The Ninth Gate,1999,141500,"Studios d'pinay, pinay-sur-Seine, France",(Studio set)
The Ninth Gate,1999,141500,"Challet Biester, Rampa da Pena, Sintra, Lisbon, Portugal",(Victor Fargas' house)
The Ninth Gate,1999,141500,"Chteau de Ferrires, Ferrires, Seine-et-Marne, France",(Chteau St Martin)
The Ninth Gate,1999,141500,"Chteau de Puivert, Aude, France",(Castle in ending scenes)
The Ninth Gate,1999,141500,"Chteau des Cathares, Montsgur, Arige, France",
The Ninth Gate,1999,141500,"Hotel Cayre - 4 Boulevard Raspail, Paris 7, Paris, France",(Corso's hotel)
The Ninth Gate,1999,141500,"Hotel Central, Sintra, Lisbon, Portugal",
The Ninth Gate,1999,141500,"Paris, France",
The Ninth Gate,1999,141500,"Sintra, Lisbon, Portugal",
The Ninth Gate,1999,141500,"Sintra, Portugal",
The Ninth Gate,1999,141500,"Toledo, Castilla-La Mancha, Spain",
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Fort Edmonton Park - Fox Drive and Whitemud Drive, Edmonton, Alberta, Canada",(exterior)
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Winnipeg, Manitoba, Canada",(Rural Shots)
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Heritage Park, Calgary, Alberta, Canada",(Baron's Snooker Parlour)
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Alberta, Canada",
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Burton Cummings Theatre, Winnipeg, Manitoba, Canada",
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Calgary, Alberta, Canada",
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Canmore, Alberta, Canada",
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Edmonton, Alberta, Canada",
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Hidden Hills, California, USA",
The Assassination of Jesse James by the Coward Robert Ford,2007,141939,"Winnipeg, Manitoba, Canada",
Need for Speed,2014,142112,"San Francisco, California, USA",(second unit)
Need for Speed,2014,142112,"Detroit, Michigan, USA",
Need for Speed,2014,142112,"Macon, Georgia, USA",
Need for Speed,2014,142112,"Atlanta, Georgia, USA",
Need for Speed,2014,142112,"Mendocino, California, USA",
Need for Speed,2014,142112,"Moab, Utah, USA",
Need for Speed,2014,142112,"Bonneville Salt Flats, Utah, USA",
Need for Speed,2014,142112,"Manhattan, New York, USA",
Need for Speed,2014,142112,"Columbus, Georgia, USA",
Need for Speed,2014,142112,"Rome, Georgia, USA",
Need for Speed,2014,142112,"Phenix City, Alabama, USA",
Need for Speed,2014,142112,"Phenix City, Alabama, USA",(street scenes)
Need for Speed,2014,142112,"Blue Ridge, Georgia, USA",(exterior)
Need for Speed,2014,142112,"Georgia, USA",
Need for Speed,2014,142112,"Alabama, USA",
Need for Speed,2014,142112,USA,
Need for Speed,2014,142112,"Point Arena Lighthouse, California, USA",(Lighthouse Scenes)
Need for Speed,2014,142112,"Braselton, Georgia, USA",(Road Atlanta)
Need for Speed,2014,142112,"Cartersville, Georgia, USA",(Old Alabama Rd)
Need for Speed,2014,142112,"Jackson, Georgia, USA",(truck stop scene)
The Darjeeling Limited,2007,144929,India,
The Darjeeling Limited,2007,144929,"Jodhpur, Rajasthan, India",
The Darjeeling Limited,2007,144929,"Long Island, New York, USA",
The Darjeeling Limited,2007,144929,"Osian, Rajasthan, India",(train stopped in desert scene)
The Darjeeling Limited,2007,144929,"Udaipur, Rajasthan, India",
Now You See Me 2,2016,146719,"Teddington Lock, Teddington, Middlesex, England, UK",
Now You See Me 2,2016,146719,"Macau, China",
Now You See Me 2,2016,146719,"Old Royal Naval College, Greenwich, London, England, UK",
Adaptation.,2002,148805,"Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA",(studio)
Adaptation.,2002,148805,"Polsa Rosa Ranch - 5726 Soledad Canyon Road, Acton, California, USA",
Adaptation.,2002,148805,"Santa Barbara, California, USA",
Adaptation.,2002,148805,"Santa Clarita, California, USA",
Mamma Mia!,2008,151435,"Agios Ioannis Chapel, Skopelos, Greece",(wedding procession)
Mamma Mia!,2008,151435,"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",
Mamma Mia!,2008,151435,"Damouchari, Pelion, Greece",
Mamma Mia!,2008,151435,"Djemaa el Fna, Marrakech, Morocco",
Mamma Mia!,2008,151435,Greece,
Mamma Mia!,2008,151435,"Kastani Beach, Skopelos, Greece",
Mamma Mia!,2008,151435,"Laguna Beach, California, USA",(beach scenes)
Mamma Mia!,2008,151435,"London, England, UK",
Mamma Mia!,2008,151435,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",
Mamma Mia!,2008,151435,"Skiathos, Greece",
Mamma Mia!,2008,151435,"Skopelos, Greece",
Cinderella Man,2005,153354,"Downsview Park Studios, 40 Carl Hall Road, Toronto, Ontario, Canada",
Cinderella Man,2005,153354,"Distillery District, Toronto, Ontario, Canada",(exterior scenes)
Cinderella Man,2005,153354,"Hamilton, Ontario, Canada",(dock scenes)
Cinderella Man,2005,153354,"Hudson's Bay Department Store, Richmond Street, Toronto, Ontario, Canada",(Madison Square Garden exterior)
Cinderella Man,2005,153354,"Maple Leaf Gardens, Toronto, Ontario, Canada",(boxing scenes)
Cinderella Man,2005,153354,"Ontario Heritage Center, Toronto, Ontario, Canada",
Cinderella Man,2005,153354,"Toronto Film Studios, Toronto, Ontario, Canada",(studio)
Cinderella Man,2005,153354,"Toronto, Ontario, Canada",
Southpaw,2015,165043,"Indiana University of Pennsylvania - IUP Kovalcik Convention and Athletic Complex, Indiana, USA","(IUP, Indiana, PA 15705)"
Southpaw,2015,165043,"William Penn Hotel - 530 William Penn Place, Pittsburgh, Pennsylvania, USA",
Southpaw,2015,165043,"Las Vegas, Nevada, USA",
Southpaw,2015,165043,"Pittsburgh's Grand Hall at The Priory Hotel, 614 Pressley Street, Pittsburgh, Pennsylvania, USA",
Southpaw,2015,165043,"Washington, Pennsylvania, USA",(Courthouse)
Southpaw,2015,165043,"McKeesport, Pennsylvania, USA",(Auberle)
A Good Day to Die Hard,2013,171198,Hungary,
A Good Day to Die Hard,2013,171198,"Moscow, Russia",
A Good Day to Die Hard,2013,171198,"Old Soviet Air Force Base, Kiskunlachza, Hungary",(Chernobyl scenes)
A Good Day to Die Hard,2013,171198,"Raleigh Studios Budapest- Felsokert utca 9, Budapest, Hungary",
A Good Day to Die Hard,2013,171198,Russia,
A Good Day to Die Hard,2013,171198,"Budapest, Hungary","(as Moscow, Russia)"
Before Sunset,2004,176555,"Seine River, Paris, France",
Before Sunset,2004,176555,"Pont Neuf, Paris 1, Paris, France",
Before Sunset,2004,176555,"Promenade Plante, Paris 12, Paris, France",(park)
Before Sunset,2004,176555,"Quai de la Tournelle, Paris 5, Paris, France",(where Cline and Jesse take the bateau mouche)
Before Sunset,2004,176555,"Quai Henri-IV, Paris 4, Paris, France",(where Cline and Jesse get off the boat)
Before Sunset,2004,176555,"Cour de l'toile-d'Or, 75 rue du Faubourg-Saint-Antoine, Paris 11, Paris, France",(Cline's apartment)
Before Sunset,2004,176555,France,
Before Sunset,2004,176555,"Le Pure Caf - 14 Rue Jean Mac, Paris 11, Paris, France",(the cafe)
Before Sunset,2004,176555,"Paris, France",
Before Sunset,2004,176555,"Rue Saint Julien le Pauvre, Paris 5, Paris, France",
Before Sunset,2004,176555,"Shakespeare & Company - 37 Rue de la Bucherie, Paris 5, Paris, France",(bookstore)
Mars Attacks!,1996,178568,"Randy's Donuts - 805 W. Manchester Avenue, Inglewood, California, USA",(Donut World)
Mars Attacks!,1996,178568,"Leon, Kansas, USA",(Opening Scene)
Mars Attacks!,1996,178568,"Red Lake, Arizona, USA",
Mars Attacks!,1996,178568,"Buenos Aires, Federal District, Argentina",
Mars Attacks!,1996,178568,"Burns, Kansas, USA",
Mars Attacks!,1996,178568,"Dolan Springs, Arizona, USA",(Pink Church)
Mars Attacks!,1996,178568,"Kingman, Arizona, USA",
Mars Attacks!,1996,178568,"Landmark Hotel - Convention Center Drive and Paradise Road, Las Vegas, Nevada, USA",(Galaxy Hotel destruction scene)
Mars Attacks!,1996,178568,"Las Vegas, Nevada, USA",
Mars Attacks!,1996,178568,"Lawrence, Kansas, USA",
Mars Attacks!,1996,178568,"Washington, District of Columbia, USA",
Mars Attacks!,1996,178568,"Wichita, Kansas, USA",
Kiss Kiss Bang Bang,2005,182873,"Monumental sculpture ""Double Ascension"" 1973 Herbert Bayer 505 South Flower St, Los Angeles, California USA",(shown through window of Standard Hotel)
Kiss Kiss Bang Bang,2005,182873,"Long Beach, California, USA",
Kiss Kiss Bang Bang,2005,182873,"Los Angeles, California, USA",
Kiss Kiss Bang Bang,2005,182873,"MacArthur Park, Los Angeles, California, USA",
Kiss Kiss Bang Bang,2005,182873,"Santa Clarita, California, USA",
Kiss Kiss Bang Bang,2005,182873,"Santa Monica, California, USA",
Kiss Kiss Bang Bang,2005,182873,"Standard Hotel - 550 S. Flower Street, Los Angeles, California, USA",
Kiss Kiss Bang Bang,2005,182873,"Venice, Los Angeles, California, USA",
The Sting,1973,185397,"Hugus Alley, Pasadena, California, USA",
The Sting,1973,185397,"Miller Alley, Pasadena, California, USA",
The Sting,1973,185397,"Winston St. & Werdin Pl., Downtown, Los Angeles, California, USA",
The Sting,1973,185397,"43rd Street 'L' Station, South Side, Chicago, Illinois, USA",
The Sting,1973,185397,"Gold Ballroom, Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA",(upscale restaurant)
The Sting,1973,185397,"Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA",
The Sting,1973,185397,"Brownstone Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
The Sting,1973,185397,"Castle Green Apartments - 99 S. Raymond, Pasadena, California, USA",
The Sting,1973,185397,"LaSalle Street Station - 141 W. Van Buren Street, Downtown, Chicago, Illinois, USA",
The Sting,1973,185397,"New York Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
The Sting,1973,185397,"Penn Central Freight Yards, Near West Side, Chicago, Illinois, USA",
The Sting,1973,185397,"Santa Monica Pier, Santa Monica, California, USA",(Merry-Go-Round scene)
The Sting,1973,185397,"Stage 27, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",(studio)
The Sting,1973,185397,"Stage 28, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
The Sting,1973,185397,"Stage 32, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
The Sting,1973,185397,"Union Station - Canal St. & Jackson Blvd., Near West Side, Chicago, Illinois, USA",
Fantastic Beasts and Where to Find Them,2016,190493,"Leavesden Studios, Leavesden, Hertfordshire, England, UK",(Studio Old New York streets)
Fantastic Beasts and Where to Find Them,2016,190493,"St George's Hall, Liverpool, Merseyside, England, UK",(City Hall of New York interior scene)
Fantastic Beasts and Where to Find Them,2016,190493,"Liverpool, Merseyside, England, UK",(on location)
Fantastic Beasts and Where to Find Them,2016,190493,"Cunard Building, Liverpool, UK",(department store interior)
Fantastic Beasts and Where to Find Them,2016,190493,"Cardington Airship Hangars, Bedfordshire, England, UK",(Port of New York dock)
Knowing,2009,192652,"Camberwell High School, Camberwell, Melbourne, Victoria, Australia",(William Dawes Elementary)
Knowing,2009,192652,"Central City Studios, Melbourne, Victoria, Australia",(studio)
Knowing,2009,192652,"Collins Street, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Corio, Geelong, Victoria, Australia",
Knowing,2009,192652,"Electra Street, Williamstown, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Gatwick Hotel, Fitzroy Street, St. Kilda, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Geelong Ring Road, Geelong, Victoria, Australia",(Plane crash scenes)
Knowing,2009,192652,"Haystack Observatory, Westford, Massachusetts, USA",
Knowing,2009,192652,"Lonsdale Street, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Massachusetts Institute of Technology - 77 Massachusetts Avenue, Cambridge, Massachusetts, USA",
Knowing,2009,192652,"Medley Hall, University of Melbourne, Parkville, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Melbourne Museum, Carlton Gardens, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Melbourne University, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Mount Macedon, Victoria, Australia",
Knowing,2009,192652,"Museum of Science - O'Brian Hwy, Boston, Massachusetts, USA",
Knowing,2009,192652,"Newport Workshops, Newport, Melbourne, Victoria, Australia",(Subway Scenes)
Knowing,2009,192652,"Parliament House, Melbourne, Victoria, Australia",
Knowing,2009,192652,"St. Kilda, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Tarneit, Victoria, Australia",(traffic accident at the intersection of Derrimut Rd and Leakes Rd)
Knowing,2009,192652,"University of Melbourne, Parkville, Victoria, Australia",(exterior scenes)
Knowing,2009,192652,"William Street, Melbourne, Victoria, Australia",
Knowing,2009,192652,"Williamstown, Melbourne, Victoria, Australia",
The Reader,2008,197131,Germany,
The Reader,2008,197131,"Berlin, Germany",
The Reader,2008,197131,"Charlottenburg, Berlin, Germany",
The Reader,2008,197131,"Cologne, North Rhine-Westphalia, Germany",
The Reader,2008,197131,"Gedenksttte Hohenschnhausen, Hohenschnhausen, Berlin, Germany",
The Reader,2008,197131,"Grlitz, Saxony, Germany",
The Reader,2008,197131,"HDI-Gerling Building, Cologne, North Rhine-Westphalia, Germany",
The Reader,2008,197131,"Kirnitzschtal, Schsische Schweiz, Saxony, Germany",
The Reader,2008,197131,"Lublin, Lubelskie, Poland",
The Reader,2008,197131,"Luckau, Brandenburg, Germany",
The Reader,2008,197131,"Ludwigsfelde, Brandenburg, Germany",
The Reader,2008,197131,"MMC Studios, Hrth, North Rhine-Westphalia, Germany",(studio)
The Reader,2008,197131,"Majdanek, Lublin, Lubelskie, Poland",
The Reader,2008,197131,"Sacrow, Brandenburg, Germany",
The Reader,2008,197131,"Studio Babelsberg, Potsdam, Brandenburg, Germany",(concentration camp scenes)
The Reader,2008,197131,"Schsische Schweiz, Saxony, Germany",
The Reader,2008,197131,"Zehlendorf, Berlin, Germany",(courthouse scenes)
Kick-Ass 2,2013,212264,"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",
Kick-Ass 2,2013,212264,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",
Kick-Ass 2,2013,212264,"7145 Appletree Lane, Mississauga, Ontario, Canada",
Kick-Ass 2,2013,212264,"Toronto, Ontario, Canada",
Kick-Ass 2,2013,212264,"Toronto, Ontario, Canada",(Desmond Miller)
Kick-Ass 2,2013,212264,"Southgate, London, England, UK",
Kick-Ass 2,2013,212264,"Revival 629, 629 Eastern Avenue, Toronto, Ontario, Canada",(Carp Shop)
Hellboy II: The Golden Army,2008,214911,Hungary,
Hellboy II: The Golden Army,2008,214911,UK,
Hellboy II: The Golden Army,2008,214911,"Budapest, Hungary",
Hellboy II: The Golden Army,2008,214911,"Giant's Causeway, County Antrim, Northern Ireland, UK",(aerial photography of Giant's Causeway)
Hellboy II: The Golden Army,2008,214911,"Korda Studios, Etyek, Hungary",(studio)
Hellboy II: The Golden Army,2008,214911,"London, England, UK",
Hellboy II: The Golden Army,2008,214911,"Sskt, Pest, Budapest, Hungary",(giant's causeway)
Hellboy II: The Golden Army,2008,214911,"Trnok, Pest, Budapest, Hungary",(goblin market)
John Carter,2012,218750,"Moab, Utah, USA",
John Carter,2012,218750,"Coal Mine Canyon, Tuba City, Arizona, USA",
John Carter,2012,218750,"Castle Butte, Arizona, USA",
John Carter,2012,218750,"Kayenta, Arizona, USA",
John Carter,2012,218750,"Agathia Peak, Arizona, USA",
John Carter,2012,218750,"Agathla Peak, Arizona, USA",
John Carter,2012,218750,"Grand Falls, Navajo Nation, Arizona, USA",
John Carter,2012,218750,"Blue Canyon, Hopi Indian Reservation, Arizona, USA",
John Carter,2012,218750,"Big Water, Utah, USA",
John Carter,2012,218750,"Ham House, Richmond, Surrey, England, UK",
John Carter,2012,218750,"Longcross Studios, Chobham Lane, Longcross, Surrey, England, UK",
John Carter,2012,218750,"Millard County, Utah, USA",
John Carter,2012,218750,"Shepperton Studios, Shepperton, Surrey, England, UK",
John Carter,2012,218750,"Shiprock, New Mexico, USA",
John Carter,2012,218750,"Utah, USA",
The Big Short,2015,237556,"New Orleans, Louisiana, USA",(primarily the Algiers neighborhood)
The Big Short,2015,237556,"Las Vegas, Nevada, USA",
The Big Short,2015,237556,"The Black Horse, Windmill Road, Fulmer, Buckinghamshire, England, UK",(exterior of English pub)
The Big Short,2015,237556,"Malibu, California, USA",(bathtub)
The Big Short,2015,237556,USA,
The Big Short,2015,237556,UK,
RED,2010,247541,"Toronto Reference Library, 789 Yonge Street, Toronto, Ontario, Canada",(Library Scene)
RED,2010,247541,"New Orleans, Louisiana, USA",(Motel Capri)
RED,2010,247541,"Royal York Hotel, Toronto, Ontario, Canada",(hotel interior and exterior)
RED,2010,247541,"Chinatown, Toronto, Ontario, Canada","(as Chinatown, NYC)"
RED,2010,247541,"Richard L. Hearn Generating Station - 440 Unwin Avenue, Port Lands, Toronto, Ontario, Canada",(final showdown)
RED,2010,247541,"Toronto, Ontario, Canada",(One King West)
RED,2010,247541,"Niagara-on-the-Lake, Ontario, Canada",(Eagles Nest Home/Outdoor Shot)
RED,2010,247541,"1507 Magazine Street, New Orleans, Louisiana, USA",
RED,2010,247541,"2 Church Street, Toronto, Ontario, Canada",(parking garage for chase scene)
RED,2010,247541,"Brampton, Ontario, Canada",
RED,2010,247541,"Cambridge, Ontario, Canada",
RED,2010,247541,"Conti St & N Peters St, New Orleans, Louisiana, USA",
RED,2010,247541,"Cruickston Park, Cambridge, Ontario, Canada","(as Alexander Dunning's mansion, exterior)"
RED,2010,247541,"France Rd & France Rd Pkwy, New Orleans, Louisiana, USA",
RED,2010,247541,"Harahan, Louisiana, USA",
RED,2010,247541,"Mississauga, Ontario, Canada",
RED,2010,247541,"New Orleans, Louisiana, USA",
RED,2010,247541,"Showline Studios, Toronto, Ontario, Canada",
RED,2010,247541,"Toronto, Ontario, Canada",
Hellboy,2004,253225,Czech Republic,
Hellboy,2004,253225,"Barrandov Studios, Prague, Czech Republic",(studio)
Hellboy,2004,253225,"Prague, Czech Republic",
X-Men: Apocalypse,2016,256837,"Montral, Qubec, Canada",
X-Men: Apocalypse,2016,256837,"Oka, Qubec, Canada",
X-Men: Apocalypse,2016,256837,"Greenfield Park, Quebec, Canada",
Being John Malkovich,1999,263082,"California, USA",
Being John Malkovich,1999,263082,USA,
Being John Malkovich,1999,263082,"Commodore Schuyler F. Helm Bridge & Terminal Island Fwy Wilmington, California, USA","(Craig gets spit out into a ditch on the side of the ""New Jersey Turnpike"".)"
Being John Malkovich,1999,263082,"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",
Being John Malkovich,1999,263082,"Interchange 14C, New Jersey Turnpike, Jersey City, New Jersey, USA",
Being John Malkovich,1999,263082,"Koreatown, Los Angeles, California, USA",
Being John Malkovich,1999,263082,"Pasadena, California, USA",
Being John Malkovich,1999,263082,"RMS Queen Mary - 1126 Queens Highway, Long Beach, California, USA",
Brokeback Mountain,2005,269389,"Calgary, Alberta, Canada",
Brokeback Mountain,2005,269389,"Cowley, Alberta, Canada",
Brokeback Mountain,2005,269389,"Crossfield, Alberta, Canada",
Brokeback Mountain,2005,269389,"Fort Macleod, Alberta, Canada",
Brokeback Mountain,2005,269389,"Grand Teton National Park, Moose, Wyoming, USA",
Brokeback Mountain,2005,269389,"Irricana, Alberta, Canada",
Brokeback Mountain,2005,269389,"Kananaskis Country, Alberta, Canada",
Brokeback Mountain,2005,269389,"La Mesilla, New Mexico, USA",
Brokeback Mountain,2005,269389,"Lacombe, Alberta, Canada",
Brokeback Mountain,2005,269389,"Rockyford, Alberta, Canada",
Brokeback Mountain,2005,269389,"Seebe, Alberta, Canada",
The Aviator,2004,276049,"Bullocks Wilshire, 3050 Wilshire Blvd Los Angeles, California, USA",(nightclub)
The Aviator,2004,276049,"Sowden House - 5121 Franklin Avenue, Los Angeles, California, USA","(Ava Gardner Home, interior & exterior)"
The Aviator,2004,276049,"Los Angeles, California, USA",
The Aviator,2004,276049,"Grauman's Chinese Theater - 6925 Hollywood Blvd., Hollywood, Los Angeles, California, USA",(Hells Angels premere)
The Aviator,2004,276049,"Jetty - 72nd Place, Long Beach, California, USA",(Hughes comes ashore to meet Hepburn)
The Aviator,2004,276049,"Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA",(studio)
The Aviator,2004,276049,"Montral, Qubec, Canada",
The Aviator,2004,276049,"Pantages Theater - 6233 Hollywood Blvd., Hollywood, Los Angeles, California, USA",(Hughes and Hepburn attend a movie premier-interior)
The Aviator,2004,276049,"RMS Queen Mary - 1126 Queens Highway, Long Beach, California, USA",(interiors)
The Aviator,2004,276049,"Saint-Hubert, Qubec, Canada",(Hepburn Estate)
The Aviator,2004,276049,"San Bernardino International Airport - 294 S. Leland Norton Way, San Bernardino, California, USA",
The Aviator,2004,276049,"San Diego, California, USA",
The Aviator,2004,276049,"Santa Clarita, California, USA",
The Aviator,2004,276049,"Showbiz Studios - 15521 Lanark Street, Van Nuys, Los Angeles, California, USA",(studio)
The Aviator,2004,276049,"Southwestern Law School - 3500 Wilshire Boulevard, Midtown, Los Angeles, California, USA",(nightclub)
The Aviator,2004,276049,"Ventura, California, USA",
The Aviator,2004,276049,"Woodland Hills Golf Course - 21150 Dumetz Rd., Woodland Hills, Los Angeles, California, USA",(Hughes and Hepburn golf scene)
Sleepy Hollow,1999,277408,"Hatfield House, Hatfield, Hertfordshire, England, UK",
Sleepy Hollow,1999,277408,"Hertfordshire, England, UK",
Sleepy Hollow,1999,277408,"Leavesden Studios, Leavesden, Hertfordshire, England, UK",(studio)
Sleepy Hollow,1999,277408,"London, England, UK",
Sleepy Hollow,1999,277408,"Middle Temple, Temple, Holborn, London, England, UK",
Sleepy Hollow,1999,277408,"New York, USA",
Sleepy Hollow,1999,277408,"Oxfordshire, England, UK",
Sleepy Hollow,1999,277408,"Shepperton Studios, Shepperton, Surrey, England, UK",
Sleepy Hollow,1999,277408,"Surrey, England, UK",
Rear Window,1954,334327,"Stage 18, Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",(Exterior court yard apartment complex)
Rear Window,1954,334327,"Los Angeles, California, USA",
Rear Window,1954,334327,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",
Live Free or Die Hard,2007,344958,"West 4th St at Lower Grand Ave, Los Angeles, California, USA",(Tunnel toolbooths/entrance)
Live Free or Die Hard,2007,344958,"S Flower St under W 4th St, Los Angeles, California, USA",(McClane & Long emerge from freeway tunnels then hotwire a car)
Live Free or Die Hard,2007,344958,"4th St Bridge, Los Angeles, California, USA",(McClane lands helicopter)
Live Free or Die Hard,2007,344958,"105 Freeway, Los Angeles, California, USA",
Live Free or Die Hard,2007,344958,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",(studio)
Live Free or Die Hard,2007,344958,"506 S Beaudry Ave, Los Angeles, California, USA",(FBI Washington DC Building - exterior)
Live Free or Die Hard,2007,344958,"Baltimore, Maryland, USA",
Live Free or Die Hard,2007,344958,"Camden, New Jersey, USA",
